id,name,address,province,district,ward,admin_codes,latitude,longitude,type,market_segment,area,frontage,floors,rent_per_sqm_million,price,currency,price_unit,images,amenities_schools,amenities_offices,amenities_competitors,ai_suggested_price,ai_potential_score,ai_risk_level,views,savedCount,posted_at,owner,primary_image_url,image_source,image_author,image_license_names,image_license_urls,image_page_url,image_required_credit
VN26000011,Mặt bằng Bình Thạnh - streetfront,"230 Đường Võ Hiếu 64, Phường Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Phường 25,"{'level1_id': '79', 'level2_id': '765', 'level3_id': '26920'}",10.805887699127197,106.71744768676604,streetfront,street_retail,134.9,7.4,1,1.607,216.8,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/0/01/Hanoi_shoe_shop.JPG'],24,72,87,257.8,3.4,High,501,13,2025-09-29T23:22:00,"{'name': 'Lý Hồng Long', 'phone': '0795344513'}",https://upload.wikimedia.org/wikipedia/commons/0/01/Hanoi_shoe_shop.JPG,Wikimedia Commons,Northboer,CC BY-SA 3.0; GFDL 1.2+,https://creativecommons.org/licenses/by-sa/3.0; http://www.gnu.org/copyleft/fdl.html,https://commons.wikimedia.org/wiki/File:Hanoi_shoe_shop.JPG,Northboer
VN26000012,Mặt bằng 11 - kiosk,"155 Đường Nguyễn Trãi Loan 65, Phường Phường 1, Quận 11, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 11,Phường 1,"{'level1_id': '79', 'level2_id': '772', 'level3_id': '27247'}",10.756248474121122,106.6391275662225,kiosk,shopping_mall,14.0,2.7,1,1.336,18.7,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/b/b7/Saigon_Rice_shop.jpg'],5,47,11,20.6,17.4,High,280,13,2025-10-29T13:49:00,"{'name': 'Trần Quốc Khang', 'phone': '0549148121'}",https://upload.wikimedia.org/wikipedia/commons/b/b7/Saigon_Rice_shop.jpg,Wikimedia Commons,Takeaway,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Saigon_Rice_shop.jpg,Takeaway
VN26000013,Mặt bằng 4 - office,"83 Đường Nguyễn Văn Nam 73, Phường Phường 18, Quận 4, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 4,Phường 18,"{'level1_id': '79', 'level2_id': '773', 'level3_id': '27277'}",10.75766849517828,106.71749281716922,office,office,46.7,1.9,5,0.407,19.0,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/3/32/Saigon_cafe_filtre_01.jpg'],16,141,26,21.1,42.9,Medium,1395,15,2025-07-30T08:59:00,"{'name': 'Huỳnh Ngọc Quỳnh', 'phone': '0379699363'}",https://upload.wikimedia.org/wikipedia/commons/3/32/Saigon_cafe_filtre_01.jpg,Wikimedia Commons,Takeaway,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Saigon_cafe_filtre_01.jpg,Takeaway
VN26000014,Mặt bằng Gò Vấp - shophouse,"169 Đường Nguyễn Văn Anh 96, Phường Phường 8, Quận Gò Vấp, Thành phố Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Phường 8,"{'level1_id': '79', 'level2_id': '764', 'level3_id': '26898'}",10.840917587280302,106.65117682400896,shophouse,street_retail,166.5,8.1,3,0.598,99.6,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/a/a2/Made_in_Vietnam_Shop_%283409524456%29.jpg'],34,48,26,84.6,14.4,High,685,50,2025-11-05T21:45:00,"{'name': 'Nguyễn Hải Nam', 'phone': '0577801797'}",https://upload.wikimedia.org/wikipedia/commons/a/a2/Made_in_Vietnam_Shop_%283409524456%29.jpg,Wikimedia Commons (via Flickr),Holiday Point,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Made_in_Vietnam_Shop,_Hanoi_(8120854005).jpg",Holiday Point
VN26000015,Mặt bằng 4 - streetfront,"259 Đường Hoàng Sơn 27, Phường Phường 13, Quận 4, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 4,Phường 13,"{'level1_id': '79', 'level2_id': '773', 'level3_id': '27259'}",10.76280546188363,106.7101099778595,streetfront,street_retail,124.0,9.2,1,2.096,259.9,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/c/cf/Cafe_Dinh_Tien_Hoang_%286286875974%29.jpg'],33,101,60,225.2,6.3,High,345,13,2025-08-22T13:27:00,"{'name': 'Võ Bảo An', 'phone': '0560826214'}",https://upload.wikimedia.org/wikipedia/commons/c/cf/Cafe_Dinh_Tien_Hoang_%286286875974%29.jpg,Wikimedia Commons (via Flickr),Nam-ho Park,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Cafe,_Dinh_Tien_Hoang_street,_Hanoi.jpg",Nam-ho Park
VN26000016,Mặt bằng Bình Thạnh - office,"258 Đường Lý Thái Long 34, Phường Phường 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Phường 13,"{'level1_id': '79', 'level2_id': '765', 'level3_id': '26905'}",10.827681541442928,106.7049134056021,office,office,45.0,2.2,20,0.54,24.3,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/8/89/Hanoi_Vietnam_Shops-in-Hanoi-01.jpg'],9,156,18,25.9,49.0,Medium,39,3,2025-09-16T10:19:00,"{'name': 'Ngô Quốc Đạt', 'phone': '0346614547'}",https://upload.wikimedia.org/wikipedia/commons/8/89/Hanoi_Vietnam_Shops-in-Hanoi-01.jpg,Wikimedia Commons,"CEphoto, Uwe Aranas",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Hanoi_Vietnam_Shops-in-Hanoi-01.jpg,"Photo by CEphoto, Uwe Aranas"
VN26000017,Mặt bằng 4 - kiosk,"399 Đường Số 44, Phường Phường 9, Quận 4, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 4,Phường 9,"{'level1_id': '79', 'level2_id': '773', 'level3_id': '27265'}",10.762895107269344,106.7034941922179,kiosk,shopping_mall,10.0,2.1,1,1.95,19.5,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Hanoi_Street_Shop.jpg/960px-Hanoi_Street_Shop.jpg'],15,35,31,21.7,18.3,High,341,4,2025-11-04T09:34:00,"{'name': 'Dương Hồng Hùng', 'phone': '0519226929'}",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Hanoi_Street_Shop.jpg/960px-Hanoi_Street_Shop.jpg,Wikimedia Commons (via Flickr),Radek Kucharski,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hanoi_Street_Shop.jpg,Radek Kucharski
VN26000018,Mặt bằng 10 - office,"91 Đường Nguyễn Văn Hùng 36, Phường Phường 4, Quận 10, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 10,Phường 4,"{'level1_id': '79', 'level2_id': '771', 'level3_id': '27193'}",10.761816501617517,106.66937431848874,office,office,78.2,2.5,15,0.55,43.0,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/b/b4/Gloria_Jean%27s_Coffee_Saigon_2007.jpg'],20,106,29,46.8,35.0,Medium,571,44,2025-12-25T13:28:00,"{'name': 'Huỳnh Thanh Mai', 'phone': '0365370216'}",https://upload.wikimedia.org/wikipedia/commons/b/b4/Gloria_Jean%27s_Coffee_Saigon_2007.jpg,Wikimedia Commons,Kham Tran,CC BY 3.0; GFDL 1.2+,https://creativecommons.org/licenses/by/3.0; http://www.gnu.org/copyleft/fdl.html,https://commons.wikimedia.org/wiki/File:Gloria_Jean%27s_Coffee_Saigon_2007.jpg,Kham Tran
VN26000019,Mặt bằng Thủ Đức - kiosk,"72 Hẻm 96, Phường Phường Linh Tây, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Linh Tây,"{'level1_id': '79', 'level2_id': '769', 'level3_id': '26818'}",10.857069969177303,106.7544240176698,kiosk,shopping_mall,24.6,4.7,1,1.589,39.1,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/3/31/Cafe%2C_Tay_Ho%2C_Hanoi_%286923050916%29.jpg'],7,37,20,43.2,11.8,High,207,15,2025-10-15T18:10:00,"{'name': 'Bùi Quang Minh', 'phone': '0767214807'}",https://upload.wikimedia.org/wikipedia/commons/3/31/Cafe%2C_Tay_Ho%2C_Hanoi_%286923050916%29.jpg,Wikimedia Commons (via Flickr),David McKelvey,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Cafe,_Tay_Ho,_Hanoi_(6923050916).jpg",David McKelvey
VN26000020,Mặt bằng Thủ Đức - office,"241 Đường Lý Thái Hùng 15, Phường Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Phường An Phú,"{'level1_id': '79', 'level2_id': '769', 'level3_id': '27091'}",10.854640960000001,106.74989366048678,office,office,20.2,1.9,20,0.248,5.0,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Cafe_-_Hanoi_Botanical_Garden_-_Hanoi%2C_Vietnam_-_DSC03619.JPG/960px-Cafe_-_Hanoi_Botanical_Garden_-_Hanoi%2C_Vietnam_-_DSC03619.JPG'],33,48,8,5.2,23.6,Medium,169,10,2025-09-19T02:50:00,"{'name': 'Phạm Bảo Yến', 'phone': '0535311827'}",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Cafe_-_Hanoi_Botanical_Garden_-_Hanoi%2C_Vietnam_-_DSC03619.JPG/960px-Cafe_-_Hanoi_Botanical_Garden_-_Hanoi%2C_Vietnam_-_DSC03619.JPG,Wikimedia Commons,Daderot,CC0 1.0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Cafe_-_Hanoi_Botanical_Garden_-_Hanoi,_Vietnam_-_DSC03619.JPG",Daderot (optional)
VN26000021,Mặt bằng Phú Nhuận - streetfront,"3 Đường Nguyễn Trãi Loan 3, Phường Phường 9, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Phường 9,"{'level1_id': '79', 'level2_id': '768', 'level3_id': '27049'}",10.807186603546228,106.67424722427782,streetfront,street_retail,114.5,4.9,2,2.272,260.1,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/0/01/Hanoi_shoe_shop.JPG'],12,146,75,255.9,11.9,High,139,12,2025-09-06T13:31:00,"{'name': 'Lý Văn Linh', 'phone': '0593771311'}",https://upload.wikimedia.org/wikipedia/commons/0/01/Hanoi_shoe_shop.JPG,Wikimedia Commons,Northboer,CC BY-SA 3.0; GFDL 1.2+,https://creativecommons.org/licenses/by-sa/3.0; http://www.gnu.org/copyleft/fdl.html,https://commons.wikimedia.org/wiki/File:Hanoi_shoe_shop.JPG,Northboer
VN26000022,Mặt bằng 4 - shophouse,"371 Đường Võ Trí 26, Phường Phường 9, Quận 4, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 4,Phường 9,"{'level1_id': '79', 'level2_id': '773', 'level3_id': '27265'}",10.762895107269344,106.7034941922179,shophouse,street_retail,117.3,5.3,5,2.275,266.8,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/b/b7/Saigon_Rice_shop.jpg'],9,73,52,281.6,4.8,High,257,12,2025-12-24T06:13:00,"{'name': 'Võ Đức Thảo', 'phone': '0576426513'}",https://upload.wikimedia.org/wikipedia/commons/b/b7/Saigon_Rice_shop.jpg,Wikimedia Commons,Takeaway,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Saigon_Rice_shop.jpg,Takeaway
VN26000023,Mặt bằng 4 - streetfront,"268 Đường Số 9, Phường Phường 3, Quận 4, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 4,Phường 3,"{'level1_id': '79', 'level2_id': '773', 'level3_id': '27286'}",10.755456924438505,106.69944603887517,streetfront,street_retail,119.0,9.6,2,1.745,207.6,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/3/32/Saigon_cafe_filtre_01.jpg'],29,57,102,220.6,0.0,High,247,9,2025-07-27T08:20:00,"{'name': 'Đỗ Văn Hạnh', 'phone': '0913499937'}",https://upload.wikimedia.org/wikipedia/commons/3/32/Saigon_cafe_filtre_01.jpg,Wikimedia Commons,Takeaway,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Saigon_cafe_filtre_01.jpg,Takeaway
VN26000024,Mặt bằng 3 - kiosk,"191 Đường Hoàng Long 92, Phường Phường 3, Quận 3, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 3,Phường 3,"{'level1_id': '79', 'level2_id': '770', 'level3_id': '27154'}",10.770312309265222,106.67944000591203,kiosk,shopping_mall,11.0,3.1,1,1.864,20.5,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/a/a2/Made_in_Vietnam_Shop_%283409524456%29.jpg'],6,76,54,23.8,16.1,High,229,11,2025-12-19T01:03:00,"{'name': 'Đặng Văn Minh', 'phone': '0586065762'}",https://upload.wikimedia.org/wikipedia/commons/a/a2/Made_in_Vietnam_Shop_%283409524456%29.jpg,Wikimedia Commons (via Flickr),Holiday Point,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Made_in_Vietnam_Shop,_Hanoi_(8120854005).jpg",Holiday Point
VN26000025,Mặt bằng Gò Vấp - shophouse,"268 Phố C11, Phường Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Phường 10,"{'level1_id': '79', 'level2_id': '764', 'level3_id': '26884'}",10.833045482635555,106.6703382285107,shophouse,street_retail,209.0,10.7,2,1.053,220.0,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/c/cf/Cafe_Dinh_Tien_Hoang_%286286875974%29.jpg'],37,52,13,232.5,16.4,High,407,6,2025-12-25T08:35:00,"{'name': 'Huỳnh Ngọc Phương', 'phone': '0950623883'}",https://upload.wikimedia.org/wikipedia/commons/c/cf/Cafe_Dinh_Tien_Hoang_%286286875974%29.jpg,Wikimedia Commons (via Flickr),Nam-ho Park,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Cafe,_Dinh_Tien_Hoang_street,_Hanoi.jpg",Nam-ho Park
VN26000026,Mặt bằng 11 - streetfront,"168 Đường Nguyễn Trãi Nhung 73, Phường Phường 8, Quận 11, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 11,Phường 8,"{'level1_id': '79', 'level2_id': '772', 'level3_id': '27229'}",10.760857582092314,106.64857945232762,streetfront,street_retail,43.5,3.6,1,0.644,28.0,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/8/89/Hanoi_Vietnam_Shops-in-Hanoi-01.jpg'],43,43,28,29.5,22.0,Medium,133,8,2025-11-04T05:55:00,"{'name': 'Đỗ Hồng Khang', 'phone': '0577254835'}",https://upload.wikimedia.org/wikipedia/commons/8/89/Hanoi_Vietnam_Shops-in-Hanoi-01.jpg,Wikimedia Commons,"CEphoto, Uwe Aranas",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Hanoi_Vietnam_Shops-in-Hanoi-01.jpg,"Photo by CEphoto, Uwe Aranas"
VN26000027,Mặt bằng 7 - kiosk,"104 Đường Lê Văn Phương 63, Phường Phường Phú Mỹ, Quận 7, Thành phố Hồ Chí Minh",Hồ Chí Minh,Quận 7,Phú Mỹ,"{'level1_id': '79', 'level2_id': '778', 'level3_id': '27493'}",10.707534313201961,106.73841674867055,kiosk,shopping_mall,12.2,2.2,1,1.0,12.2,VND,million_vnd_per_month,['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Hanoi_Street_Shop.jpg/960px-Hanoi_Street_Shop.jpg'],13,47,21,11.1,21.9,Medium,119,5,2025-10-04T11:14:00,"{'name': 'Bùi Hồng Nhung', 'phone': '0319348884'}",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Hanoi_Street_Shop.jpg/960px-Hanoi_Street_Shop.jpg,Wikimedia Commons (via Flickr),Radek Kucharski,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hanoi_Street_Shop.jpg,Radek Kucharski
